"tick","numAdopt","deviance","remainBgt","captured","seeded","systemCost","realAdopt","IctSerNo","nullDev","rate"
0.0,72.0,0.0,335859.0,72.0,0.0,0.0,72.0,0.0,0.0,2.5
1.0,75.0,23.842941165121278,335859.0,72.0,0.0,17549.325680933824,73.0,0.0,22.691008711947138,0.35
2.0,77.0,114.47542268323419,335859.0,72.0,0.0,17386.603362390964,78.0,0.0,112.35030897246122,0.35
3.0,79.0,192.06618970226057,335859.0,72.0,0.0,17246.507706679084,82.0,0.0,185.2662635987381,0.35
4.0,81.0,249.09364385387414,335859.0,72.0,0.0,17102.9619277483,85.0,0.0,241.4388725905515,0.35
5.0,84.0,271.73984660785385,335859.0,72.0,0.0,16959.734054980152,86.0,0.0,264.12571594808315,0.35
6.0,87.0,294.18440678956904,335859.0,72.0,0.0,16769.7743417978,87.0,0.0,286.81117085419214,0.35
7.0,90.0,367.3775141410489,335859.0,72.0,0.0,16582.867861316685,91.0,0.0,359.7224973088784,0.25
8.0,92.0,442.2358736476405,335859.0,72.0,0.0,16393.894256993717,95.0,0.0,432.632435312142,0.25
9.0,94.0,479.79064205902813,335859.0,72.0,0.0,16286.725742342764,97.0,0.0,472.05660768112386,0.25
10.0,96.0,519.8129447469485,335859.0,72.0,0.0,16177.417881362508,99.0,0.0,511.479854415824,0.25
11.0,99.0,578.5850818559347,335859.0,72.0,0.0,16069.013020427286,102.0,0.0,567.6445955169074,0.25
12.0,102.0,637.3803192734035,335859.0,72.0,0.0,15899.229977384402,105.0,0.0,623.807948166632,0.25
13.0,105.0,675.9194123407042,335859.0,72.0,0.0,15727.324024961,107.0,0.0,663.2274923649337,0.25
14.0,108.0,730.9495964554485,335859.0,72.0,0.0,15553.917609425,110.0,0.0,719.3880681118126,0.25
15.0,111.0,785.94630356019,335859.0,72.0,0.0,15404.010535351985,113.0,0.0,775.5472554072686,0.25
16.0,114.0,859.3337777655428,335859.0,72.0,0.0,15252.284286940927,117.0,0.0,848.4474742513017,0.25
17.0,118.0,884.3461145756819,335859.0,72.0,0.0,15095.94065745296,118.0,0.0,871.1190446439123,0.2
18.0,121.0,991.2727112590499,335859.0,72.0,0.0,14890.039597000869,124.0,0.0,977.5008637679587,0.2
19.0,124.0,1115.8991145374791,335859.0,72.0,0.0,14686.680884305937,131.0,0.0,1100.6237144405827,0.2
20.0,126.0,1209.3456297395987,335859.0,72.0,0.0,14482.836393468233,136.0,0.0,1190.260336661784,0.2
21.0,128.0,1266.6353058329837,335859.0,72.0,0.0,14366.10815034772,139.0,0.0,1246.4111932487035,0.2
22.0,130.0,1270.6219224347167,335859.0,72.0,0.0,14247.127627979673,139.0,0.0,1252.333864201341,0.2
