"tick","numAdopt","deviance","remainBgt","captured","seeded","systemCost","realAdopt","IctSerNo","nullDev","rate"
0.0,72.0,0.0,335859.0,72.0,0.0,0.0,72.0,0.0,0.0,2.5
1.0,74.0,23.374303526061652,335859.0,72.0,0.0,17548.825461053617,73.0,0.0,22.691008711947138,0.35
2.0,76.0,114.84824001541439,335859.0,72.0,0.0,17409.78286247953,78.0,0.0,112.35077178960212,0.35
3.0,78.0,192.98749908846807,335859.0,72.0,0.0,17288.165019070762,82.0,0.0,185.26718923301993,0.35
4.0,80.0,250.25499316623748,335859.0,72.0,0.0,17164.804904632187,85.0,0.0,241.44026104197422,0.35
5.0,83.0,272.31062946227723,335859.0,72.0,0.0,17040.710325494394,86.0,0.0,264.1275672166467,0.35
6.0,86.0,294.16396480652435,335859.0,72.0,0.0,16878.353298543603,87.0,0.0,286.8134849398965,0.35
7.0,89.0,367.67656888075294,335859.0,72.0,0.0,16718.132907447824,91.0,0.0,359.72527421172373,0.35
8.0,91.0,443.2133528045588,335859.0,72.0,0.0,16556.777310269543,95.0,0.0,432.63567503212823,0.25
9.0,93.0,480.9034153461635,335859.0,72.0,0.0,16464.350607855285,97.0,0.0,472.06031021825095,0.25
10.0,95.0,520.9573437373072,335859.0,72.0,0.0,16370.998674980463,99.0,0.0,511.4840197700919,0.25
11.0,97.0,579.840694421755,335859.0,72.0,0.0,16277.637355784245,102.0,0.0,567.6492236883169,0.25
12.0,99.0,638.6746386406145,335859.0,72.0,0.0,16130.415718072643,105.0,0.0,623.8135019723233,0.25
13.0,101.0,677.0183123290491,335859.0,72.0,0.0,15981.813084840898,107.0,0.0,663.2344346220478,0.25
14.0,103.0,732.3342976852103,335859.0,72.0,0.0,15834.276711901392,110.0,0.0,719.3968616374905,0.25
15.0,105.0,787.4168160405447,335859.0,72.0,0.0,15705.556942277699,113.0,0.0,775.5583630186512,0.25
16.0,107.0,861.327765973133,335859.0,72.0,0.0,15575.020830082683,117.0,0.0,848.46135876553,0.25
17.0,110.0,885.619085418492,335859.0,72.0,0.0,15441.346312914537,118.0,0.0,871.1361688781271,0.25
18.0,113.0,993.5071076095367,335859.0,72.0,0.0,15266.252575710203,124.0,0.0,977.5216905393011,0.25
19.0,116.0,1119.3068797066132,335859.0,72.0,0.0,15093.278163791078,131.0,0.0,1100.6482437490527,0.2
20.0,118.0,1213.6679604476094,335859.0,72.0,0.0,14920.110017958887,136.0,0.0,1190.2885685073816,0.2
21.0,120.0,1271.323397974385,335859.0,72.0,0.0,14820.260991800043,139.0,0.0,1246.4431276314285,0.2
22.0,122.0,1274.6991617662618,335859.0,72.0,0.0,14720.530813090667,139.0,0.0,1252.3695011211935,0.2
