"tick","numAdopt","deviance","remainBgt","captured","seeded","systemCost","realAdopt","IctSerNo","nullDev","rate"
0.0,72.0,0.0,335859.0,72.0,0.0,0.0,72.0,0.0,0.0,2.5
1.0,74.0,23.374303526061652,335859.0,72.0,0.0,17549.136798692693,73.0,0.0,22.691008711947138,0.35
2.0,76.0,114.84981578316813,335859.0,72.0,0.0,17410.091368978126,78.0,0.0,112.35077178960212,0.35
3.0,78.0,192.97247158602747,335859.0,72.0,0.0,17288.809916712096,82.0,0.0,185.26718923301993,0.35
4.0,80.0,250.21398725392854,335859.0,72.0,0.0,17165.5824056052,85.0,0.0,241.44026104197422,0.35
5.0,83.0,272.28676262218397,335859.0,72.0,0.0,17041.037844572515,86.0,0.0,264.1275672166467,0.35
6.0,86.0,294.1546661586044,335859.0,72.0,0.0,16876.561336552666,87.0,0.0,286.8134849398965,0.35
7.0,89.0,367.6732324140775,335859.0,72.0,0.0,16716.32634777197,91.0,0.0,359.72527421172373,0.35
8.0,91.0,443.23125535027117,335859.0,72.0,0.0,16554.842371824812,95.0,0.0,432.63567503212823,0.25
9.0,93.0,480.93172904463535,335859.0,72.0,0.0,16463.31639650867,97.0,0.0,472.06031021825095,0.25
10.0,95.0,520.9944152527684,335859.0,72.0,0.0,16369.95198752922,99.0,0.0,511.4840197700919,0.25
11.0,97.0,579.8820860214464,335859.0,72.0,0.0,16277.661131898956,102.0,0.0,567.6492236883169,0.25
12.0,99.0,638.7271845775788,335859.0,72.0,0.0,16132.244581319217,105.0,0.0,623.8135019723233,0.25
13.0,102.0,677.067514528437,335859.0,72.0,0.0,15983.720034313323,107.0,0.0,663.2344346220478,0.25
14.0,104.0,732.3895159163432,335859.0,72.0,0.0,15836.1753373372,110.0,0.0,719.3963988203495,0.25
15.0,106.0,787.5514086640138,335859.0,72.0,0.0,15708.820890865109,113.0,0.0,775.5574373843693,0.25
16.0,108.0,861.4887011163916,335859.0,72.0,0.0,15578.27377701489,117.0,0.0,848.4599703141072,0.25
17.0,111.0,885.7700325012847,335859.0,72.0,0.0,15445.669580146661,118.0,0.0,871.1343176095634,0.25
18.0,114.0,993.5249827410115,335859.0,72.0,0.0,15270.272812426858,124.0,0.0,977.5193764535964,0.25
19.0,117.0,1119.3719934566905,335859.0,72.0,0.0,15098.243831980051,131.0,0.0,1100.645466846207,0.2
20.0,119.0,1213.858808251552,335859.0,72.0,0.0,14924.14212088078,136.0,0.0,1190.285328787395,0.2
21.0,121.0,1271.538221334378,335859.0,72.0,0.0,14824.53045923155,139.0,0.0,1246.439425094301,0.2
22.0,123.0,1274.928380068712,335859.0,72.0,0.0,14723.727152007492,139.0,0.0,1252.365335766925,0.2
