"tick","numAdopt","deviance","remainBgt","captured","seeded","systemCost","realAdopt","IctSerNo","nullDev","rate"
17.0,25.0,268.0130620944853,335859.0,0.0,0.0,21162.043178294523,12.0,0.0,302.52563427165893,1.9
18.0,27.0,289.3915001443485,335859.0,0.0,0.0,21018.447511242088,13.0,0.0,325.2383953890801,1.9
19.0,28.0,311.88766080707916,335859.0,0.0,0.0,20874.037760719533,14.0,0.0,347.9502308722195,1.55
20.0,29.0,314.6173682069902,335859.0,0.0,0.0,20791.24139267994,14.0,0.0,353.919183538218,1.55
21.0,30.0,317.31694983178545,335859.0,0.0,0.0,20704.192787902368,14.0,0.0,359.88767338707567,1.55
22.0,32.0,357.4714839187341,335859.0,0.0,0.0,20617.204452028207,16.0,0.0,399.3405404187924,1.55
23.0,34.0,380.7235040706075,335859.0,0.0,0.0,20479.096423861625,17.0,0.0,422.0500618162274,1.55
24.0,36.0,403.8932722115507,335859.0,0.0,0.0,20338.86205291333,18.0,0.0,444.75865757938067,1.55
25.0,38.0,482.5016646350313,335859.0,0.0,0.0,20199.064561185718,22.0,0.0,517.6935877082587,1.55
26.0,40.0,503.57556752663487,335859.0,0.0,0.0,20078.088397361196,23.0,0.0,540.4003322035809,1.1
27.0,42.0,561.0832046370648,335859.0,0.0,0.0,19956.04525343486,26.0,0.0,596.590991064621,1.1
28.0,45.0,634.8148224542987,335859.0,0.0,0.0,19832.885326086936,30.0,0.0,669.5231442913791,1.1
29.0,48.0,689.3779555627293,335859.0,0.0,0.0,19669.476430845632,33.0,0.0,725.7114890667145,1.1
30.0,50.0,748.3600360418955,335859.0,0.0,0.0,19508.887300970797,36.0,0.0,781.8984453906271,1.1
31.0,51.0,768.7206050949105,335859.0,0.0,0.0,19346.28639117591,37.0,0.0,804.5996360802579,1.1
32.0,52.0,807.1741123913755,335859.0,0.0,0.0,19253.92705663012,39.0,0.0,844.0427839527478,1.1
33.0,53.0,847.4611151762729,335859.0,0.0,0.0,19160.497747047873,41.0,0.0,883.4854690080966,1.1
34.0,55.0,919.656352281569,335859.0,0.0,0.0,19068.084926184845,45.0,0.0,956.4125312463044,0.65
35.0,57.0,993.7013053679582,335859.0,0.0,0.0,18923.716583773774,49.0,0.0,1029.3386678502304,0.65
36.0,59.0,1067.7910668726709,335859.0,0.0,0.0,18778.310586040654,53.0,0.0,1102.263878819875,0.65
37.0,61.0,1071.7366737028335,335859.0,0.0,0.0,18631.83053482588,53.0,0.0,1108.2184841552373,0.65
38.0,63.0,1110.0732757859541,335859.0,0.0,0.0,18505.416109469774,55.0,0.0,1147.657003856318,0.65
39.0,65.0,1114.161001657292,335859.0,0.0,0.0,18375.93188180404,55.0,0.0,1153.6097579231166,0.65
40.0,68.0,1136.1328351731843,335859.0,0.0,0.0,18244.268102978844,56.0,0.0,1176.3040063556334,0.65
41.0,71.0,1259.6547194587854,335859.0,0.0,0.0,18071.287536953485,63.0,0.0,1299.4513863367276,0.35
42.0,74.0,1281.5572473476266,335859.0,0.0,0.0,17902.128394677515,64.0,0.0,1322.1428578663988,0.35
43.0,75.0,1302.3489715395297,335859.0,0.0,0.0,17732.216498054375,65.0,0.0,1344.8329409446471,0.35
44.0,77.0,1305.4243727111848,335859.0,0.0,0.0,17635.371264009915,65.0,0.0,1350.7801412057545,0.35
45.0,79.0,1308.4682798223828,335859.0,0.0,0.0,17536.574575743467,65.0,0.0,1356.72641583258,0.35
46.0,81.0,1363.3072227118835,335859.0,0.0,0.0,17438.953986297143,68.0,0.0,1412.8990248251237,0.35
47.0,83.0,1435.123260197584,335859.0,1.0,0.0,17283.86645382338,72.0,0.0,1485.8131281833855,0.35
48.0,85.0,1458.5003020750507,335859.0,1.0,0.0,17127.71635514018,73.0,0.0,1508.4990459073654,0.35
49.0,87.0,1549.9633126202027,335859.0,2.0,0.0,16971.248714753037,78.0,0.0,1598.1537179970635,0.35
50.0,89.0,1627.932420777899,335859.0,2.0,0.0,16835.266204425137,82.0,0.0,1671.0650444524797,0.35
51.0,91.0,1685.0768287252804,335859.0,2.0,0.0,16697.284712482528,85.0,0.0,1727.233025273614,0.35
52.0,94.0,1707.272585727122,335859.0,2.0,0.0,16557.23700413062,86.0,0.0,1749.9152404604663,0.25
53.0,97.0,1729.28961651708,335859.0,3.0,0.0,16372.584580604887,87.0,0.0,1772.5960671958958,0.25
54.0,100.0,1802.7020933911579,335859.0,3.0,0.0,16191.752358674452,91.0,0.0,1845.5027654799026,0.25
55.0,102.0,1878.0634453793537,335859.0,3.0,0.0,16010.214224440448,95.0,0.0,1918.4080753124865,0.25
56.0,104.0,1915.703633303166,335859.0,3.0,0.0,15906.233679120196,97.0,0.0,1957.8276195107885,0.25
57.0,106.0,1955.817954546553,335859.0,3.0,0.0,15802.24923941029,99.0,0.0,1997.2462380748086,0.25
58.0,109.0,2014.6232907451933,335859.0,4.0,0.0,15696.954822097385,102.0,0.0,2053.4063510045467,0.25
59.0,112.0,2056.8709203884305,335859.0,4.0,0.0,15532.480683680691,105.0,0.0,2092.822655482862,0.25
60.0,115.0,2095.3076354454106,335859.0,4.0,0.0,15364.815925058529,107.0,0.0,2132.2375715097546,0.25
61.0,117.0,2150.444655818144,335859.0,4.0,0.0,15197.087289194274,110.0,0.0,2188.3935190852244,0.25
62.0,119.0,2205.6748574798276,335859.0,4.0,0.0,15051.370373262564,113.0,0.0,2244.5485410264123,0.2
63.0,121.0,2262.6456095028125,335859.0,4.0,0.0,14902.763433302061,117.0,0.0,2300.7026373333183,0.2
64.0,124.0,2287.0928790982234,335859.0,4.0,0.0,14753.164049683617,118.0,0.0,2323.3709680059424,0.2
65.0,127.0,2394.6513125869546,335859.0,4.0,0.0,14554.57407407405,124.0,0.0,2429.750010227144,0.2
66.0,130.0,2520.386845289047,335859.0,4.0,0.0,14359.287690504209,131.0,0.0,2552.8700839969224,0.2
67.0,132.0,2614.6197543352614,335859.0,4.0,0.0,14162.75298991634,136.0,0.0,2642.503929315278,0.2
68.0,134.0,2672.1583094267435,335859.0,4.0,0.0,14048.896176999435,139.0,0.0,2698.652008999352,0.2
69.0,136.0,2675.692377414043,335859.0,4.0,0.0,13936.417233560072,139.0,0.0,2704.5719030491437,0.2
