"tick","numAdopt","deviance","remainBgt","captured","seeded","systemCost","realAdopt","IctSerNo","nullDev","rate"
0.0,0.0,0.0,335859.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5
1.0,2.0,20.610237375207078,314268.82897111913,0.0,1.0,22542.50065774198,1.0,0.0,22.723868728950755,2.5
2.0,3.0,22.101897494201193,314268.82897111913,0.0,1.0,22414.00595882982,1.0,0.0,28.70485464075004,2.5
3.0,4.0,23.60636167212142,314268.82897111913,0.0,1.0,22350.021205789024,1.0,0.0,34.68537773542904,2.5
4.0,5.0,25.597292947303647,314268.82897111913,0.0,1.0,22285.162616099133,1.0,0.0,40.66543801299244,2.5
5.0,6.0,27.559164843768603,314268.82897111913,0.0,1.0,22221.488737518426,1.0,0.0,46.645035473414936,2.2
6.0,21.0,50.00661840544773,17273.790728999233,0.0,15.0,22157.770691258436,2.0,0.0,69.36011067672393,2.2
7.0,22.0,51.15189141423142,17273.790728999233,0.0,15.0,21192.17313802998,2.0,0.0,75.33230306289204,1.9
8.0,23.0,73.63673916263498,17273.790728999233,0.0,15.0,21128.19601612147,3.0,0.0,98.04645263191924,1.9
9.0,24.0,96.07822841847518,17273.790728999233,0.0,15.0,21063.45942175028,4.0,0.0,120.76013938380554,1.9
10.0,26.0,117.16817500494528,17273.790728999233,0.0,15.0,20998.78145592681,5.0,0.0,143.47336331854905,1.9
11.0,28.0,121.07430178084951,17273.790728999233,0.0,15.0,20870.361556951317,5.0,0.0,149.44324161882935,1.55
12.0,30.0,124.991514567592,17273.790728999233,0.0,15.0,20741.943931756432,5.0,0.0,155.41219428482788,1.55
13.0,32.0,165.2156883033586,17273.790728999233,0.0,15.0,20613.527960908963,7.0,0.0,194.86506131654465,1.55
14.0,34.0,186.0971364747036,17273.790728999233,0.0,15.0,20484.994492281567,8.0,0.0,217.57458271397965,1.55
15.0,36.0,189.55832030149085,17273.790728999233,0.0,15.0,20355.510590425976,8.0,0.0,223.54075847713287,1.55
16.0,38.0,227.91690542446034,17273.790728999233,0.0,15.0,20227.100333669565,10.0,0.0,262.99084860600436,1.55
17.0,40.0,268.0946758747058,17273.790728999233,0.0,15.0,20098.688707799756,12.0,0.0,302.44001310059406,1.1
18.0,42.0,289.50238707990746,17273.790728999233,0.0,15.0,19970.282154777567,13.0,0.0,325.145831960902,1.1
19.0,43.0,312.0115577097752,17273.790728999233,0.0,15.0,19841.79909951864,14.0,0.0,347.8507251869282,1.1
20.0,44.0,314.8313457911701,17273.790728999233,0.0,15.0,19777.0587687292,14.0,0.0,353.8127355958134,1.1
21.0,45.0,317.6193990933246,17273.790728999233,0.0,15.0,19713.385093167737,14.0,0.0,359.7742831875578,1.1
22.0,47.0,357.7396510176392,17273.790728999233,0.0,15.0,19648.58883366991,16.0,0.0,399.2202079621613,1.1
23.0,49.0,381.03224942326284,17273.790728999233,0.0,15.0,19519.865563839798,17.0,0.0,421.92278710248297,1.1
24.0,51.0,404.24517156050877,17273.790728999233,0.0,15.0,19391.446869659805,18.0,0.0,444.6244406085229,1.1
25.0,53.0,482.7432473411295,17273.790728999233,0.0,15.0,19261.967215661913,22.0,0.0,517.5524284802876,1.1
26.0,55.0,503.8678370621645,17273.790728999233,0.0,15.0,19133.547319347235,23.0,0.0,540.2522307184956,1.1
27.0,57.0,561.2464874709187,17273.790728999233,0.0,15.0,19005.13071184338,26.0,0.0,596.4359473224216,0.65
28.0,60.0,634.8564413091101,17273.790728999233,0.0,15.0,18876.358414302336,30.0,0.0,669.3611582920656,0.65
29.0,63.0,689.3967966956697,17273.790728999233,0.0,15.0,18683.084590265906,33.0,0.0,725.5425608102869,0.65
30.0,66.0,748.3940641081973,17273.790728999233,0.0,15.0,18489.80814993404,36.0,0.0,781.7225748770853,0.65
31.0,67.0,768.8037126309441,17273.790728999233,0.0,15.0,18297.579405817425,37.0,0.0,804.4163604924611,0.65
32.0,68.0,807.2638056074824,17273.790728999233,0.0,15.0,18232.848098312224,39.0,0.0,843.8521032906958,0.65
33.0,69.0,847.5212768937306,17273.790728999233,0.0,15.0,18167.985687616703,41.0,0.0,883.2873832717896,0.35
34.0,71.0,919.6325203121515,17273.790728999233,0.0,15.0,18104.247238213837,45.0,0.0,956.2070404357423,0.35
35.0,73.0,993.593127902957,17273.790728999233,1.0,15.0,17975.834111422333,49.0,0.0,1029.1257719654132,0.35
