"tick","numAdopt","deviance","remainBgt","captured","seeded","systemCost","realAdopt","IctSerNo","nullDev","rate"
0.0,72.0,0.0,335859.0,72.0,0.0,0.0,72.0,0.0,0.0,2.5
1.0,74.0,23.374303526061652,335859.0,72.0,0.0,17549.132985760007,73.0,0.0,22.691008711947138,0.35
2.0,76.0,114.85754051519336,335859.0,72.0,0.0,17409.965522608873,78.0,0.0,112.35077178960212,0.35
3.0,78.0,193.00393886563128,335859.0,72.0,0.0,17288.988635479014,82.0,0.0,185.26718923301993,0.35
4.0,80.0,250.27126230366957,335859.0,72.0,0.0,17166.817205138166,85.0,0.0,241.44026104197422,0.35
5.0,83.0,272.32617287540666,335859.0,72.0,0.0,17042.58830400235,86.0,0.0,264.1275672166467,0.35
6.0,86.0,294.18065030763773,335859.0,72.0,0.0,16879.054131941677,87.0,0.0,286.8134849398965,0.35
7.0,89.0,367.70741567535293,335859.0,72.0,0.0,16718.577750077908,91.0,0.0,359.72527421172373,0.35
8.0,91.0,443.26859819346964,335859.0,72.0,0.0,16557.21544335365,95.0,0.0,432.63567503212823,0.25
9.0,93.0,480.96272408091886,335859.0,72.0,0.0,16465.988388403955,97.0,0.0,472.06031021825095,0.25
10.0,95.0,521.0137290565514,335859.0,72.0,0.0,16372.507872174589,99.0,0.0,511.4840197700919,0.25
11.0,97.0,579.9012429738455,335859.0,72.0,0.0,16280.204786404762,102.0,0.0,567.6492236883169,0.25
12.0,100.0,638.7457370212366,335859.0,72.0,0.0,16133.795087719322,105.0,0.0,623.8135019723233,0.25
13.0,103.0,677.0812270541464,335859.0,72.0,0.0,15985.129075027307,107.0,0.0,663.2339718049069,0.25
14.0,105.0,732.4271795234714,335859.0,72.0,0.0,15837.340249609999,110.0,0.0,719.3954731860676,0.25
15.0,107.0,787.5538064734892,335859.0,72.0,0.0,15709.562646278686,113.0,0.0,775.5560489329465,0.25
16.0,109.0,861.4489181172265,335859.0,72.0,0.0,15579.020911360818,117.0,0.0,848.4581190455434,0.25
17.0,112.0,885.7803699326557,335859.0,72.0,0.0,15445.230391009129,118.0,0.0,871.1320035238587,0.25
18.0,115.0,993.6396326561564,335859.0,72.0,0.0,15269.084309133515,124.0,0.0,977.5165995507507,0.25
19.0,118.0,1119.4753692555337,335859.0,72.0,0.0,15096.101116576929,131.0,0.0,1100.6422271262204,0.2
20.0,120.0,1213.803661882025,335859.0,72.0,0.0,14922.00265521279,136.0,0.0,1190.2816262502674,0.2
21.0,122.0,1271.4316109622462,335859.0,73.0,0.0,14822.270405373756,139.0,0.0,1246.4352597400325,0.2
22.0,124.0,1274.8352760226205,335859.0,73.0,0.0,14721.351300679575,139.0,0.0,1252.3607075955156,0.2
