"tick","numAdopt","deviance","remainBgt","captured","seeded","systemCost","realAdopt","IctSerNo","nullDev","rate"
0.0,72.0,0.0,335859.0,72.0,0.0,0.0,72.0,0.0,0.0,2.5
1.0,74.0,23.440391905790747,335859.0,72.0,0.0,17561.86787020469,73.0,0.0,22.691008711947138,0.35
2.0,76.0,118.81331440530911,335859.0,72.0,0.0,17424.82893610396,78.0,0.0,112.35077178960212,0.35
3.0,78.0,195.00537032178593,335859.0,72.0,0.0,17305.217560520006,82.0,0.0,185.26718923301993,0.35
4.0,80.0,254.07930995624207,335859.0,72.0,0.0,17184.232541845096,85.0,0.0,241.44026104197422,0.35
5.0,83.0,278.0529807871885,335859.0,72.0,0.0,17062.248715153557,86.0,0.0,264.1275672166467,0.35
6.0,86.0,299.94560549903,335859.0,72.0,0.0,16899.904431809384,87.0,0.0,286.8134849398965,0.35
7.0,89.0,375.36788580509347,335859.0,72.0,0.0,16740.736600186883,91.0,0.0,359.72527421172373,0.35
8.0,91.0,448.9541272404928,335859.0,72.0,0.0,16581.386707184054,95.0,0.0,432.63567503212823,0.25
9.0,92.0,491.19721366689214,335859.0,72.0,0.0,16490.100522091503,97.0,0.0,472.06031021825095,0.25
10.0,94.0,533.4749270680774,335859.0,72.0,0.0,16398.85363572593,99.0,0.0,511.48448258723283,0.25
11.0,96.0,590.3348615679449,335859.0,72.0,0.0,16307.501286148514,102.0,0.0,567.6501493225987,0.25
12.0,98.0,648.7549401322962,335859.0,72.0,0.0,16163.028065798755,105.0,0.0,623.8148904237461,0.25
13.0,101.0,687.2366643520312,335859.0,72.0,0.0,16017.68309419837,107.0,0.0,663.2362858906116,0.25
14.0,103.0,744.4323382828828,335859.0,72.0,0.0,15872.275698018979,110.0,0.0,719.3987129060542,0.25
15.0,105.0,799.6410374294313,335859.0,72.0,0.0,15747.052106084282,113.0,0.0,775.560214287215,0.25
16.0,107.0,873.9451047905208,335859.0,72.0,0.0,15619.697066625129,117.0,0.0,848.4632100340938,0.25
17.0,110.0,896.2177753720059,335859.0,72.0,0.0,15488.920015606753,118.0,0.0,871.1380201466909,0.25
18.0,113.0,1007.8569611390095,335859.0,72.0,0.0,15317.949032157361,124.0,0.0,977.5235418078648,0.25
19.0,116.0,1130.4666204989142,335859.0,72.0,0.0,15150.164962135996,131.0,0.0,1100.6500950176164,0.25
20.0,118.0,1222.9634873276073,335859.0,72.0,0.0,14982.448192394795,136.0,0.0,1190.2904197759453,0.2
21.0,120.0,1278.9302500353901,335859.0,72.0,0.0,14885.910972276428,139.0,0.0,1246.4449788999923,0.2
22.0,122.0,1282.2031280290546,335859.0,72.0,0.0,14787.879247051436,139.0,0.0,1252.3713523897572,0.2
