"run","tick","numAdopt","deviance","remainBgt","captured","seeded","systemCost","realAdopt","IctSerNo","nullDev","rate"
3,7.0,89.0,367.740291751605,335859.0,72.0,0.0,16716.781162355728,91.0,0.0,359.72527421172373,0.35
3,8.0,91.0,443.2991184383865,335859.0,72.0,0.0,16555.42784790408,95.0,0.0,432.63567503212823,0.25
3,9.0,93.0,480.99784988786837,335859.0,72.0,0.0,16463.018391521146,97.0,0.0,472.06031021825095,0.25
3,10.0,95.0,521.0563582427422,335859.0,72.0,0.0,16370.713951675783,99.0,0.0,511.4840197700919,0.25
3,11.0,97.0,579.9354805453252,335859.0,72.0,0.0,16278.41651075771,102.0,0.0,567.6492236883169,0.25
3,12.0,99.0,638.7739052994516,335859.0,72.0,0.0,16131.945579292074,105.0,0.0,623.8135019723233,0.25
3,13.0,101.0,677.1391369201956,335859.0,72.0,0.0,15983.226450405493,107.0,0.0,663.2344346220478,0.25
3,14.0,103.0,732.4625440569429,335859.0,72.0,0.0,15834.309234128814,110.0,0.0,719.3968616374905,0.25
3,15.0,105.0,787.5498582683522,335859.0,72.0,0.0,15705.89095163811,113.0,0.0,775.5583630186512,0.25
3,16.0,107.0,861.529611646998,335859.0,72.0,0.0,15574.297004212869,117.0,0.0,848.46135876553,0.25
3,17.0,110.0,885.8362040236512,335859.0,72.0,0.0,15442.760046820178,118.0,0.0,871.1361688781271,0.25
3,18.0,113.0,993.6736768592351,335859.0,72.0,0.0,15267.664689353654,124.0,0.0,977.5216905393011,0.25
3,19.0,116.0,1119.4267015907917,335859.0,72.0,0.0,15096.81450542587,131.0,0.0,1100.6482437490527,0.2
3,20.0,118.0,1213.71770408877,335859.0,72.0,0.0,14923.767783243533,136.0,0.0,1190.2885685073816,0.2
3,21.0,120.0,1271.3576963496437,335859.0,72.0,0.0,14824.038500585684,139.0,0.0,1246.4431276314285,0.2
3,22.0,122.0,1274.7127057353655,335859.0,72.0,0.0,14724.303600718622,139.0,0.0,1252.3695011211935,0.2
4,0.0,72.0,0.0,335859.0,72.0,0.0,0.0,72.0,0.0,0.0,2.5
4,1.0,74.0,23.374303526061652,335859.0,72.0,0.0,17548.94809742445,73.0,0.0,22.691008711947138,0.35
4,2.0,76.0,114.85723600604427,335859.0,72.0,0.0,17409.908164059427,78.0,0.0,112.35077178960212,0.35
4,3.0,78.0,192.99798830836744,335859.0,72.0,0.0,17288.928310111147,82.0,0.0,185.26718923301993,0.35
4,4.0,80.0,250.2657799831005,335859.0,72.0,0.0,17165.707279096863,85.0,0.0,241.44026104197422,0.35
4,5.0,83.0,272.322445479224,335859.0,72.0,0.0,17041.598582775263,86.0,0.0,264.1275672166467,0.35
4,6.0,86.0,294.1814819538309,335859.0,72.0,0.0,16879.25827556668,87.0,0.0,286.8134849398965,0.35
4,7.0,89.0,367.6890572935134,335859.0,72.0,0.0,16719.036459956333,91.0,0.0,359.72527421172373,0.35
4,8.0,91.0,443.225764296997,335859.0,72.0,0.0,16557.68801620688,95.0,0.0,432.63567503212823,0.25
4,9.0,93.0,480.95357036933353,335859.0,72.0,0.0,16465.386221945213,97.0,0.0,472.06031021825095,0.25
4,10.0,95.0,521.041794123945,335859.0,72.0,0.0,16372.65619641463,99.0,0.0,511.4840197700919,0.25
4,11.0,97.0,579.9417568230843,335859.0,72.0,0.0,16280.240801371981,102.0,0.0,567.6492236883169,0.25
4,12.0,99.0,638.7765834281629,335859.0,72.0,0.0,16133.767503508472,105.0,0.0,623.8135019723233,0.25
4,13.0,102.0,677.1318686421556,335859.0,72.0,0.0,15986.17398424703,107.0,0.0,663.2344346220478,0.25
4,14.0,104.0,732.4618019970586,335859.0,72.0,0.0,15838.628110131858,110.0,0.0,719.3963988203495,0.25
4,15.0,106.0,787.5471434463965,335859.0,72.0,0.0,15710.209454715656,113.0,0.0,775.5574373843693,0.25
4,16.0,108.0,861.5704128777392,335859.0,72.0,0.0,15580.429975813404,117.0,0.0,848.4599703141072,0.25
4,17.0,111.0,885.8992019761666,335859.0,72.0,0.0,15446.14507569842,118.0,0.0,871.1343176095634,0.25
4,18.0,114.0,993.7075097576936,335859.0,72.0,0.0,15271.046444461768,124.0,0.0,977.5193764535964,0.25
4,19.0,117.0,1119.3316531782448,335859.0,72.0,0.0,15098.076202373515,131.0,0.0,1100.645466846207,0.2
4,20.0,119.0,1213.576604898712,335859.0,72.0,0.0,14922.910744963287,136.0,0.0,1190.285328787395,0.2
4,21.0,121.0,1271.2582261111575,335859.0,72.0,0.0,14822.882927210314,139.0,0.0,1246.439425094301,0.2
4,22.0,123.0,1274.6456988166487,335859.0,72.0,0.0,14721.97102015309,139.0,0.0,1252.365335766925,0.2
5,0.0,72.0,0.0,335859.0,72.0,0.0,0.0,72.0,0.0,0.0,2.5
5,1.0,74.0,23.374303526061652,335859.0,72.0,0.0,17549.248774414482,73.0,0.0,22.691008711947138,0.35
5,2.0,76.0,114.8573067658038,335859.0,72.0,0.0,17410.20157210667,78.0,0.0,112.35077178960212,0.35
5,3.0,78.0,192.99726871487277,335859.0,72.0,0.0,17288.911963882623,82.0,0.0,185.26718923301993,0.35
5,4.0,80.0,250.26085532638845,335859.0,72.0,0.0,17165.67621642661,85.0,0.0,241.44026104197422,0.35
5,5.0,83.0,272.31910951876694,335859.0,72.0,0.0,17041.580750661862,86.0,0.0,264.1275672166467,0.35
5,6.0,86.0,294.1791018803343,335859.0,72.0,0.0,16878.042137238157,87.0,0.0,286.8134849398965,0.35
5,7.0,89.0,367.68019655472835,335859.0,72.0,0.0,16717.69756933618,91.0,0.0,359.72527421172373,0.35
5,8.0,90.0,443.1711365813767,335859.0,72.0,0.0,16555.218309310378,95.0,0.0,432.63567503212823,0.25
5,9.0,92.0,480.8893294354509,335859.0,72.0,0.0,16463.99290890665,97.0,0.0,472.0607730353919,0.25
5,10.0,94.0,521.0070871535917,335859.0,72.0,0.0,16370.632062972503,99.0,0.0,511.4849454043738,0.25
5,11.0,96.0,579.8613744465746,335859.0,72.0,0.0,16277.277963987844,102.0,0.0,567.6506121397398,0.25
5,12.0,99.0,638.7464528760624,335859.0,72.0,0.0,16130.852097302328,105.0,0.0,623.8153532408871,0.25
5,13.0,101.0,677.119838106038,335859.0,73.0,0.0,15982.253898939485,107.0,0.0,663.2362858906117,0.25
5,14.0,103.0,715.4484487832145,335859.0,73.0,0.0,15834.712603337995,110.0,0.0,702.6562929060544,0.25
5,15.0,105.0,770.5432961902408,335859.0,73.0,0.0,15706.296333853365,113.0,0.0,758.8177942872152,0.25
5,16.0,107.0,844.4814091680762,335859.0,73.0,0.0,15575.455453268816,117.0,0.0,831.720790034094,0.25
5,17.0,110.0,868.7688319345959,335859.0,73.0,0.0,15441.366757705793,118.0,0.0,854.3956001466911,0.25
5,18.0,113.0,976.5916941702511,335859.0,73.0,0.0,15266.255619731499,124.0,0.0,960.781121807865,0.25
5,19.0,116.0,1102.440316942578,335859.0,73.0,0.0,15094.348348817244,131.0,0.0,1083.9076750176164,0.2
5,20.0,118.0,1196.788975145972,335859.0,73.0,0.0,14921.187787928506,136.0,0.0,1173.5479997759453,0.2
5,21.0,120.0,1254.4540844724509,335859.0,73.0,0.0,14822.52588832484,139.0,0.0,1229.7025588999923,0.2
5,22.0,122.0,1257.8320278918286,335859.0,73.0,0.0,14721.718972115897,139.0,0.0,1235.6289323897572,0.2
6,0.0,72.0,0.0,335859.0,72.0,0.0,0.0,72.0,0.0,0.0,2.5
6,1.0,74.0,23.374303526061652,335859.0,72.0,0.0,17549.251653567804,73.0,0.0,22.691008711947138,0.35
6,2.0,76.0,114.84589231250604,335859.0,72.0,0.0,17409.90232702932,78.0,0.0,112.35077178960212,0.35
6,3.0,78.0,192.95549504431875,335859.0,72.0,0.0,17288.92223865495,82.0,0.0,185.26718923301993,0.35
6,4.0,80.0,250.20513740257178,335859.0,72.0,0.0,17165.809497858972,85.0,0.0,241.44026104197422,0.35
6,5.0,83.0,272.25698900058006,335859.0,72.0,0.0,17041.699190157353,86.0,0.0,264.1275672166467,0.35
6,6.0,86.0,294.10475091590064,335859.0,72.0,0.0,16878.287950774964,87.0,0.0,286.8134849398965,0.35
6,7.0,89.0,367.6300907973418,335859.0,72.0,0.0,16718.06614210037,91.0,0.0,359.72527421172373,0.35
6,8.0,91.0,443.20026133145075,335859.0,72.0,0.0,16556.28705002342,95.0,0.0,432.63567503212823,0.25
6,9.0,93.0,480.8691157799568,335859.0,72.0,0.0,16464.00085723203,97.0,0.0,472.06031021825095,0.25
6,10.0,95.0,520.9343012387898,335859.0,72.0,0.0,16371.701792673386,99.0,0.0,511.4840197700919,0.25
6,11.0,98.0,579.8094249376636,335859.0,72.0,0.0,16278.409682700527,102.0,0.0,567.6492236883169,0.25
6,12.0,101.0,638.6421189425953,335859.0,72.0,0.0,16131.87398627573,105.0,0.0,623.8130391551823,0.25
6,13.0,104.0,676.9520886421346,335859.0,72.0,0.0,15984.395210982026,107.0,0.0,663.233046170625,0.25
6,14.0,106.0,732.2717941898195,335859.0,72.0,0.0,15836.541227864922,110.0,0.0,719.3940847346448,0.25
6,15.0,108.0,787.4476312415235,335859.0,72.0,0.0,15708.129983615503,113.0,0.0,775.5541976643827,0.25
6,16.0,110.0,861.3409029800229,335859.0,72.0,0.0,15577.276238782686,117.0,0.0,848.4558049598387,0.25
6,17.0,113.0,885.6331652437532,335859.0,72.0,0.0,15444.666250390224,118.0,0.0,871.129226621013,0.25
6,18.0,116.0,993.4004942994262,335859.0,72.0,0.0,15269.5763915996,124.0,0.0,977.5133598307641,0.25
6,19.0,119.0,1119.1505651030498,335859.0,72.0,0.0,15095.408948930195,131.0,0.0,1100.6385245890929,0.2
6,20.0,121.0,1213.5914989192418,335859.0,72.0,0.0,14921.311465167093,136.0,0.0,1190.277460895999,0.2
6,21.0,123.0,1271.3161170366259,335859.0,72.0,0.0,14821.455475706955,139.0,0.0,1246.430631568623,0.2
6,22.0,125.0,1274.7015227706086,335859.0,72.0,0.0,14721.61171875004,139.0,0.0,1252.3556166069652,0.2
7,0.0,72.0,0.0,335859.0,72.0,0.0,0.0,72.0,0.0,0.0,2.5
7,1.0,74.0,23.374303526061652,335859.0,73.0,0.0,17549.249163489123,73.0,0.0,22.691008711947138,0.35
7,2.0,76.0,114.8572917595327,335859.0,73.0,0.0,17410.210600046852,78.0,0.0,112.35077178960212,0.35
7,3.0,78.0,192.9977952484297,335859.0,73.0,0.0,17289.232894839144,82.0,0.0,185.26718923301993,0.35
7,4.0,80.0,250.2575729487821,335859.0,73.0,0.0,17165.821097703378,85.0,0.0,241.44026104197422,0.35
7,5.0,83.0,272.31566124486835,335859.0,73.0,0.0,17041.2959040648,86.0,0.0,264.12756721664675,0.35
7,6.0,86.0,294.19677161667704,335859.0,73.0,0.0,16877.571384064213,87.0,0.0,286.81348493989657,0.35
7,7.0,89.0,367.6972106534232,335859.0,73.0,0.0,16717.032798379652,91.0,0.0,359.7252742117238,0.35
7,8.0,91.0,443.2519969672404,335859.0,73.0,0.0,16553.976624590916,95.0,0.0,432.6356750321283,0.25
7,9.0,93.0,480.9226641165819,335859.0,73.0,0.0,16461.68905860357,97.0,0.0,472.060310218251,0.25
7,10.0,95.0,521.0246921419173,335859.0,73.0,0.0,16368.321434138734,99.0,0.0,511.48401977009195,0.25
7,11.0,98.0,579.9287241407798,335859.0,73.0,0.0,16274.900444375135,102.0,0.0,567.6492236883169,0.25
7,12.0,101.0,638.7596559379222,335859.0,73.0,0.0,16128.368137866508,105.0,0.0,623.8130391551823,0.25
7,13.0,103.0,677.1379087975268,335859.0,73.0,0.0,15979.763297457457,107.0,0.0,663.233046170625,0.25
7,14.0,105.0,732.3768223501515,335859.0,73.0,0.0,15831.040795631814,110.0,0.0,719.3945475517858,0.25
7,15.0,107.0,787.5651004825904,335859.0,74.0,0.0,15701.005851146785,113.0,0.0,775.5551232986646,0.25
7,16.0,109.0,861.5156049678204,335859.0,74.0,0.0,15570.468476903874,117.0,0.0,848.4571934112615,0.25
7,17.0,112.0,885.8533468723782,335859.0,74.0,0.0,15436.806056349014,118.0,0.0,871.1310778895768,0.25
7,18.0,115.0,993.7112299267901,335859.0,74.0,0.0,15260.51116315375,124.0,0.0,977.5156739164688,0.25
7,19.0,118.0,1103.277126221089,335859.0,74.0,0.0,15088.471617084373,131.0,0.0,1083.8988814919385,0.2
7,20.0,120.0,1197.6409291948664,335859.0,74.0,0.0,14914.374853572886,136.0,0.0,1173.5382806159855,0.2
7,21.0,122.0,1255.3258290664783,335859.0,74.0,0.0,14815.700382722838,139.0,0.0,1229.6919141057506,0.2
7,22.0,124.0,1258.7039130160024,335859.0,74.0,0.0,14715.838528240025,139.0,0.0,1235.6173619612337,0.2
8,0.0,72.0,0.0,335859.0,72.0,0.0,0.0,72.0,0.0,0.0,2.5
8,1.0,74.0,23.374303526061652,335859.0,72.0,0.0,17548.95214380204,73.0,0.0,22.691008711947138,0.35
8,2.0,76.0,114.85722503424532,335859.0,72.0,0.0,17409.901237450376,78.0,0.0,112.35077178960212,0.35
8,3.0,78.0,192.9972534012811,335859.0,72.0,0.0,17288.277730209495,82.0,0.0,185.26718923301993,0.35
8,4.0,80.0,250.25634947895227,335859.0,72.0,0.0,17164.864772284993,85.0,0.0,241.44026104197422,0.35
8,5.0,83.0,272.3157600346755,335859.0,72.0,0.0,17040.75977262122,86.0,0.0,264.1275672166467,0.35
8,6.0,86.0,294.20540769723937,335859.0,72.0,0.0,16877.221824129578,87.0,0.0,286.8134849398965,0.35
8,7.0,89.0,367.70641574663426,335859.0,72.0,0.0,16715.638127142545,91.0,0.0,359.72527421172373,0.35
8,8.0,91.0,443.2781781837742,335859.0,72.0,0.0,16554.281050334892,95.0,0.0,432.63567503212823,0.25
8,9.0,93.0,480.95384354475163,335859.0,73.0,0.0,16461.985582917743,97.0,0.0,472.06031021825095,0.25
8,10.0,95.0,521.0776687135143,335859.0,73.0,0.0,16369.559703819126,99.0,0.0,511.4840197700919,0.25
8,11.0,97.0,579.9718279001171,335859.0,73.0,0.0,16277.262940442813,102.0,0.0,567.6492236883169,0.25
8,12.0,100.0,638.8580185649793,335859.0,73.0,0.0,16129.778869395703,105.0,0.0,623.8135019723233,0.25
8,13.0,103.0,677.2104953615054,335859.0,73.0,0.0,15981.117298393376,107.0,0.0,663.2339718049069,0.25
8,14.0,105.0,732.5500131165926,335859.0,73.0,0.0,15833.458736349445,110.0,0.0,719.3954731860676,0.25
8,15.0,107.0,787.6939026080177,335859.0,73.0,0.0,15703.97948197847,113.0,0.0,775.5560489329465,0.25
8,16.0,109.0,861.6188591325455,335859.0,73.0,0.0,15573.326857053657,117.0,0.0,848.4581190455434,0.25
8,17.0,112.0,885.9062094417623,335859.0,73.0,0.0,15439.23163974088,118.0,0.0,871.1320035238587,0.25
8,18.0,115.0,993.73959140361,335859.0,73.0,0.0,15263.073692427823,124.0,0.0,977.5165995507507,0.25
8,19.0,118.0,1119.574630530548,335859.0,73.0,0.0,15089.497462325273,131.0,0.0,1100.6422271262204,0.2
8,20.0,120.0,1213.972467613182,335859.0,73.0,0.0,14915.407653260436,136.0,0.0,1190.2816262502674,0.2
8,21.0,122.0,1271.6546953386378,335859.0,73.0,0.0,14816.610403811632,139.0,0.0,1246.4352597400325,0.2
8,22.0,124.0,1275.0185720209652,335859.0,73.0,0.0,14715.691039762509,139.0,0.0,1252.3607075955156,0.2
9,0.0,72.0,0.0,335859.0,72.0,0.0,0.0,72.0,0.0,0.0,2.5
9,1.0,74.0,23.374303526061652,335859.0,72.0,0.0,17549.253054236997,73.0,0.0,22.691008711947138,0.35
9,2.0,76.0,114.85731231216428,335859.0,72.0,0.0,17409.96419954862,78.0,0.0,112.35077178960212,0.35
9,3.0,78.0,193.00369608721192,335859.0,72.0,0.0,17288.68085934465,82.0,0.0,185.26718923301993,0.35
9,4.0,80.0,250.27374215892274,335859.0,72.0,0.0,17166.64266251472,85.0,0.0,241.44026104197422,0.35
9,5.0,83.0,272.33197844297086,335859.0,72.0,0.0,17042.537221616636,86.0,0.0,264.1275672166467,0.35
9,6.0,86.0,294.20312972557116,335859.0,72.0,0.0,16879.123997196126,87.0,0.0,286.8134849398965,0.35
9,7.0,89.0,367.6914283523083,335859.0,72.0,0.0,16717.83600810235,91.0,0.0,359.72527421172373,0.35
9,8.0,91.0,443.1713288363032,335859.0,72.0,0.0,16556.483013869372,95.0,0.0,432.63567503212823,0.25
9,9.0,93.0,480.8898232716246,335859.0,72.0,0.0,16464.184850374084,97.0,0.0,472.06031021825095,0.25
9,10.0,95.0,521.0172592382452,335859.0,72.0,0.0,16371.576461418517,99.0,0.0,511.4840197700919,0.25
9,11.0,97.0,579.9168944728909,335859.0,72.0,0.0,16279.280168381632,102.0,0.0,567.6492236883169,0.25
9,12.0,100.0,638.7894205679239,335859.0,72.0,0.0,16132.864405458078,105.0,0.0,623.8135019723233,0.25
9,13.0,103.0,677.1591371028675,335859.0,72.0,0.0,15985.401419435295,107.0,0.0,663.2339718049069,0.25
9,14.0,105.0,732.4945109335888,335859.0,72.0,0.0,15836.798517940735,110.0,0.0,719.3954731860676,0.25
9,15.0,107.0,787.637488945901,335859.0,72.0,0.0,15708.25565610867,113.0,0.0,775.5560489329465,0.25
9,16.0,109.0,861.5704036727509,335859.0,72.0,0.0,15576.655508739103,117.0,0.0,848.4581190455434,0.25
9,17.0,112.0,885.8885670819673,335859.0,72.0,0.0,15444.067509560584,118.0,0.0,871.1320035238587,0.25
9,18.0,115.0,993.7450224023074,335859.0,72.0,0.0,15267.916939890687,124.0,0.0,977.5165995507507,0.25
9,19.0,118.0,1119.6317587796925,335859.0,72.0,0.0,15095.383540251421,131.0,0.0,1100.6422271262204,0.2
9,20.0,120.0,1214.015748120244,335859.0,72.0,0.0,14920.22452167126,136.0,0.0,1190.2816262502674,0.2
9,21.0,122.0,1271.7346746343808,335859.0,72.0,0.0,14821.557056939824,139.0,0.0,1246.4352597400325,0.2
9,22.0,124.0,1275.1149454026295,335859.0,72.0,0.0,14721.821498320458,139.0,0.0,1252.3607075955156,0.2
10,0.0,72.0,0.0,335859.0,72.0,0.0,0.0,72.0,0.0,0.0,2.5
10,1.0,74.0,23.374303526061652,335859.0,72.0,0.0,17548.950898762767,73.0,0.0,22.691008711947138,0.35
10,2.0,76.0,114.85721708009007,335859.0,72.0,0.0,17409.911510623428,78.0,0.0,112.35077178960212,0.35
10,3.0,78.0,193.00299465984634,335859.0,72.0,0.0,17288.93554915542,82.0,0.0,185.26718923301993,0.35
10,4.0,80.0,250.25993533746333,335859.0,72.0,0.0,17166.762709225415,85.0,0.0,241.44026104197422,0.35
10,5.0,83.0,272.3503410934467,335859.0,72.0,0.0,17041.355552094683,86.0,0.0,264.1275672166467,0.35
10,6.0,86.0,294.22410746401374,335859.0,72.0,0.0,16876.744216839335,87.0,0.0,286.8134849398965,0.35
10,7.0,89.0,367.7420721777968,335859.0,72.0,0.0,16715.349641632973,91.0,0.0,359.72527421172373,0.35
10,8.0,91.0,443.23260868112277,335859.0,72.0,0.0,16553.9985195573,95.0,0.0,432.63567503212823,0.25
10,9.0,93.0,480.9355912945942,335859.0,72.0,0.0,16460.525561097267,97.0,0.0,472.06031021825095,0.25
10,10.0,95.0,521.0149913692551,335859.0,72.0,0.0,16366.858222915016,99.0,0.0,511.4840197700919,0.25
10,11.0,97.0,579.9075406211016,335859.0,72.0,0.0,16274.5653258497,102.0,0.0,567.6492236883169,0.25
10,12.0,100.0,638.7392822848718,335859.0,72.0,0.0,16128.148927875227,105.0,0.0,623.8135019723233,0.25
10,13.0,103.0,677.1060802658108,335859.0,72.0,0.0,15979.486897519846,107.0,0.0,663.2339718049069,0.25
10,14.0,105.0,732.4268256775458,335859.0,72.0,0.0,15831.948673946978,110.0,0.0,719.3954731860676,0.25
10,15.0,107.0,787.5869754682826,335859.0,72.0,0.0,15703.520986113332,113.0,0.0,775.5560489329465,0.25
10,16.0,109.0,861.5612632230169,335859.0,72.0,0.0,15572.990714731617,117.0,0.0,848.4581190455434,0.25
10,17.0,112.0,885.883728124586,335859.0,72.0,0.0,15440.263716537898,118.0,0.0,871.1320035238587,0.25
10,18.0,115.0,993.7600339656486,335859.0,72.0,0.0,15265.161904761966,124.0,0.0,977.5165995507507,0.25
10,19.0,118.0,1119.6644473106444,335859.0,72.0,0.0,15091.952135550879,131.0,0.0,1100.6422271262204,0.2
10,20.0,120.0,1214.0652923074042,335859.0,72.0,0.0,14917.729793049604,136.0,0.0,1190.2816262502674,0.2
10,21.0,122.0,1271.7321227197524,335859.0,72.0,0.0,14818.750371006774,139.0,0.0,1246.4352597400325,0.2
10,22.0,124.0,1275.109732821266,335859.0,72.0,0.0,14717.642684165217,139.0,0.0,1252.3607075955156,0.2
