"tick","numAdopt","deviance","remainBgt","captured","seeded","systemCost","realAdopt","IctSerNo","nullDev","rate"
0.0,72.0,0.0,335859.0,72.0,0.0,0.0,72.0,0.0,0.0,2.5
1.0,74.0,23.374303526061652,335859.0,72.0,0.0,17549.25235390254,73.0,0.0,22.691008711947138,0.35
2.0,76.0,114.85729388673695,335859.0,72.0,0.0,17410.21021091147,78.0,0.0,112.35077178960212,0.35
3.0,78.0,192.97001560205848,335859.0,72.0,0.0,17289.22682338296,82.0,0.0,185.26718923301993,0.35
4.0,80.0,250.2173468693455,335859.0,72.0,0.0,17166.122070844613,85.0,0.0,241.44026104197422,0.35
5.0,83.0,272.3001721844338,335859.0,72.0,0.0,17042.019545242118,86.0,0.0,264.1275672166467,0.35
6.0,86.0,294.1737982727015,335859.0,72.0,0.0,16877.419814627385,87.0,0.0,286.8134849398965,0.35
7.0,89.0,367.66311350680786,335859.0,72.0,0.0,16715.829931442768,91.0,0.0,359.72527421172373,0.35
8.0,90.0,443.1833597351717,335859.0,72.0,0.0,16553.34546162832,95.0,0.0,432.63567503212823,0.25
9.0,92.0,480.90410567169886,335859.0,72.0,0.0,16460.00062339274,97.0,0.0,472.0607730353919,0.25
10.0,94.0,520.9763622612561,335859.0,72.0,0.0,16366.637206764886,99.0,0.0,511.4849454043738,0.25
11.0,97.0,579.8541856640655,335859.0,72.0,0.0,16274.402245088879,102.0,0.0,567.6506121397398,0.25
12.0,100.0,638.6893986022181,335859.0,72.0,0.0,16127.85091617931,105.0,0.0,623.8148904237462,0.25
13.0,102.0,677.0578221846293,335859.0,72.0,0.0,15980.320673789292,107.0,0.0,663.2353602563298,0.25
14.0,104.0,732.3660881465736,335859.0,72.0,0.0,15832.787848061756,110.0,0.0,719.3973244546315,0.25
15.0,106.0,787.4892407581948,335859.0,72.0,0.0,15704.372337935782,113.0,0.0,775.5583630186513,0.25
16.0,108.0,861.4433279732764,335859.0,72.0,0.0,15574.900678785985,117.0,0.0,848.4608959483892,0.25
17.0,111.0,885.7432902864335,335859.0,72.0,0.0,15442.2985796785,118.0,0.0,871.1352432438454,0.25
18.0,114.0,993.6208366369091,335859.0,72.0,0.0,15267.074545312693,124.0,0.0,977.5203020878783,0.25
19.0,117.0,1119.437776838226,335859.0,72.0,0.0,15096.221111805087,131.0,0.0,1100.6463924804889,0.2
20.0,119.0,1213.8334620156963,335859.0,72.0,0.0,14924.241371232296,136.0,0.0,1190.2862544216769,0.2
21.0,121.0,1271.519989690316,335859.0,72.0,0.0,14825.575523273987,139.0,0.0,1246.4403507285829,0.2
22.0,123.0,1274.8831291431911,335859.0,72.0,0.0,14725.850257772236,139.0,0.0,1252.3662614012069,0.2
