"tick","numAdopt","deviance","remainBgt","captured","seeded","systemCost","realAdopt","IctSerNo","nullDev","rate"
0.0,92.0,0.0,335859.0,92.0,0.0,0.0,92.0,0.0,0.0,2.5
1.0,94.0,40.25479512175433,335859.0,92.0,0.0,16538.5718182527,94.0,0.0,39.42417236913349,0.25
2.0,96.0,80.48263233496304,335859.0,92.0,0.0,16392.823135084633,96.0,0.0,78.84741910401591,0.25
3.0,98.0,154.6008273849181,335859.0,92.0,0.0,16268.678490683786,100.0,0.0,151.75458020457833,0.25
4.0,100.0,228.98378550995875,335859.0,92.0,0.0,16142.281871345016,104.0,0.0,224.66081567071492,0.25
5.0,103.0,283.28583793374327,335859.0,92.0,0.0,16016.798705350195,107.0,0.0,280.82370550256974,0.25
6.0,106.0,305.32036229420765,335859.0,92.0,0.0,15847.858881347976,108.0,0.0,303.5003668830019,0.25
7.0,109.0,380.4854138037559,335859.0,92.0,0.0,15682.16221910111,112.0,0.0,376.4028998120113,0.25
8.0,111.0,438.1742080916929,335859.0,92.0,0.0,15514.298813797452,115.0,0.0,432.5616242895982,0.25
9.0,113.0,475.80965169666416,335859.0,92.0,0.0,15418.67733374956,117.0,0.0,471.97700313290335,0.2
10.0,115.0,496.5540097234621,335859.0,92.0,0.0,15319.988368462167,118.0,0.0,494.6490363419266,0.2
11.0,118.0,534.8685437903978,335859.0,92.0,0.0,15223.075427500553,120.0,0.0,534.0625639169461,0.2
12.0,121.0,572.7919171291161,335859.0,92.0,0.0,15070.164557950582,122.0,0.0,573.4747030409928,0.2
13.0,124.0,613.0612289849768,335859.0,92.0,0.0,14916.323724709002,124.0,0.0,612.8854537136167,0.2
14.0,126.0,670.2338203206476,335859.0,92.0,0.0,14763.47995937179,127.0,0.0,669.0372359348177,0.2
15.0,128.0,727.3221600269754,335859.0,92.0,0.0,14631.75783386737,130.0,0.0,725.1880925217367,0.2
16.0,130.0,769.3069998214864,335859.0,92.0,0.0,14496.660023446682,132.0,0.0,764.595603474374,0.2
17.0,133.0,793.6790664834753,335859.0,92.0,0.0,14363.822858036232,133.0,0.0,787.2597687927295,0.2
18.0,136.0,834.20878460488,335859.0,92.0,0.0,14183.419579325991,135.0,0.0,826.664965659662,0.2
19.0,139.0,856.4826929152805,335859.0,92.0,0.0,14006.966056624437,136.0,0.0,849.3263540751718,0.2
20.0,141.0,859.9628377353818,335859.0,92.0,0.0,13827.140096996256,136.0,0.0,855.2439340392589,0.2
21.0,143.0,882.8138192228964,335859.0,92.0,0.0,13724.216710999857,137.0,0.0,877.903008369064,0.2
